textID,text,selected_text,sentiment
220e40ba60,"STRESSED AS HELL (, but still surviving",STRESSED AS HELL,positive
50cdd4eef4,Went to friend`s house to watch some good old season 1 episodes of Supernatural <3 **** I love this show soo **** much,**** I love this show soo **** much,positive
40fa5586e8,"hey guys  we just wanted to announce a marathon! so, let`s just say...GET READY FOR A COUPLE EPISODES!","hey guys  we just wanted to announce a marathon! so, let`s just say...GET READY FOR A COUPLE EPISODES!",neutral
fd2fbdb0d3, Love **** Magix it`s cool!!... great rhythm!!!,great,positive
43afc1a3c9,I hate watching the News. Why do such awful things happen?,I hate watching the News.,negative
04846de92d," Yessum.  We`ll see how this year goes... maybe I can head back in Oct, when the rates go down. I wanted to go for my bday","Yessum.  We`ll see how this year goes... maybe I can head back in Oct, when the rates go down. I wanted to go for my bday",neutral
f100af7a3b,homeee! my feet are sore,sore,negative
106d853e53, its been clownin since it got flooded in htown in april. Got it repaired or so I thought.,its been clownin since it got flooded in htown in april. Got it repaired or so I thought.,neutral
9c8181d566, :o exams. YUCK    that will be hectic!,YUCK,negative
a55fe11056," when you get your grill taken care of this morning how about a quick shot of the hands.  Don`t ask why, just do it","when you get your grill taken care of this morning how about a quick shot of the hands.  Don`t ask why, just do it",neutral
76c143dd66,off to my cousins confirmation + confirmation party,confirmation party,positive
01fd15c92e,had a 100% raw day,had a 100% raw day,negative
99edd4600f,35 hours in the sun=rash,rash,negative
b96439bf71,Get to see and hopefully meet these guys next week at ROTR!! Can NOT wait!!!  Adelitas Way - Invincible ? http://blip.fm/~5ynxr,hopefully,positive
77912f2801,"ugh my head, when will all the headaches stop. anyways, i love my life right now, i couldn`t ask for anything more. i love being happy","i love my life right now, i couldn`t ask for anything more. i love being happy",positive
8a97820b38,talking to nat,talking to nat,neutral
38db02cf34,Happy Mother`s Day ,Happy Mother`s Day,positive
a8a31eb953,Did some REAL window shopping and i found so many things i want that just happen to be over a hundred dollars.,Did some REAL window shopping and i found so many things i want that just happen to be over a hundred dollars.,neutral
da769e9be5, Dear god i hope they save it.  http://www.the-impossible-project.com/,Dear god i hope they save it,positive
02410922ff,Enjoying my weekend with my kids!,Enjoying,positive
e1c569d4cf,  Will certainly do that.,Will certainly do that.,neutral
4a0146e1e6," I`m guessing the belt thing is a no-go since I didn`t hear back..Sorry  Stop by this weekend, we`ll talk bout the ring, etc.",belt thing is a no-go since I didn`t hear back.,negative
b8a6304e59,I wish I was laying in the sand listening to the waves crash against the shore!!!,I wish I,positive
43c2747b8e,"Going to bed early... got a lot of important women to visit for Mothers Day tomorrow! PS- As of midnight tonight, HAPPY BDAY BOO BEAR!",HAPPY BDAY BOO BEAR!,positive
c973683c00,"Poor DS is in bed with 100.8 fever - he won`t be able to walk in Relay for Life tonight - feel so bad for him, he`s so sad","feel so bad for him, he`s so sad",negative
4079da5f1a,well...gotta grab at least an hour and a half sleep before the girl`s get up for school...gawd the life of multi-taskin`  night/mornin`,.gawd the life of multi-taskin`  night/mornin`,negative
8302f0d501,"errbody, please check out http://mscaseycarter.blogspot.com. id appreciate it a bunch.",appreciate,positive
43e469e000,Njoying sunday  plce and learning abt more in joomla,Njoying sunday  plce,positive
0ffe509e87," CVS is that like a genetic brand?Poor you,my hubby gets bad allergies..no fun!",?Poor,negative
d306f01186, the following week would be better - I`ll be gone next week,would be better,positive
ffbae98f62,my stomach is bleh!,my stomach is bleh!,negative
7b54c70c2a,Looking at old pictures... I love it & miss the good ol days,I love it & miss the good ol days,positive
e557f77a4d,not letting anyone get me down  tired of taking on other people`s pain all the time! I am a happy person with or without drama... om.....!,not letting anyone get me down  tired of taking on other people`s pain all the time! I am a happy person with or without drama... om.....!,neutral
6cb26d0d5e,Yooooooo!? What up mates?!,Yooooooo!? What up mates?!,neutral
187d8df080,_nk Wouldn`t call that cool or dangerous. Reckon it fits into the stupid category,Wouldn`t call that cool or dangerous. Reckon it fits into the stupid category,negative
f5651c950a,So...woke up in time just for work.....boo,boo,negative
daac951e86,"Trying Resco MobileForms Toolkit and sample. Trial messages ruin everything, the sample has bugs, it`s running slow. Poor 1st impression.",ruin,negative
8d37c9351f,I am so happy. Keve is here for early Mother`s day. Let`s be quiet. He drove all night and is sleeping.,I am so happy.,positive
8a5155db71, i`m about to have to hang up   my fone is getting to hot,to ha,negative
efc421a058,"Oh, as usual, I should warn my new followers that I tend to over-tweet during #canucks games. Apologies in advance.",Apologies in advance.,negative
cfc0dd0401,oh that was good cake,good,positive
f1049a3c9c," good stuff, cant wait for the results","good stuff,",positive
135118b833,All my loved ones are leaving on Sunday..... sad,sad,negative
23cf2b874d,"_ahoy yeah I really want one too!  Probably in the winter I may be able to get one, but until then.","_ahoy yeah I really want one too!  Probably in the winter I may be able to get one, but until then.",neutral
747c796ad4,feel. sick. too. much. cheese. on. toast.,sick.,negative
a484c56162,"why I love so much, why your make me smile all the time? why your so special but i cant have u  ? I get scared to try.","why I love so much, why your make me smile all the time? why your so special but i cant have u  ? I get scared to try.",neutral
d6c16ddc25, thnks for followin,thnks,positive
82cd18205c, I see your date is showing you a good time    Still want a stripper picture,date is showing you a good time,positive
cc40e90831,Listing to a sad song  so i am sad too,sad,negative
89d037da4b, I heart you girls!! Let`s hang out soon!,I heart you,positive
dc1a12e5bb,hahaha  is SUCH nonsense,nonsense,negative
dfcdcead66,"Ugh, my internet was down!",down!,negative
153d758204,I want to hang out and play!  But I can`t.  Fiddle Faddle on my workload!,But I can`t.,negative
babd1acf78," I want too soo bad, I hate missing GUMBO, but I have a shoot tommorrow that I have to be at for 8:30.  So No GUMBO for me....","I want too soo bad, I hate missing GUMBO, but I have a shoot tommorrow that I have to be at for 8:30.  So No GUMBO for me....",negative
8e47a9cfd0,I need a new iPhone case but I am broke.,broke.,negative
d50d8a9afe," it actually is ;) According to all the retweets, at least!","it actually is ;) According to all the retweets, at least!",neutral
ef14549c64," Aww   I know, we used to chat but you became too cool for me ;)","Aww   I know, we used to chat but you became too cool for me ;)",neutral
e2bfbc6eda, heyyy you ALWAYS look nice  wanna come to my friend`s party? its june 8th long weekend in sydney,you ALWAYS look nice,positive
8c5f798dde,"_hawt So, how`s the fitness regime coming along hehehehe","_hawt So, how`s the fitness regime coming along hehehehe",neutral
5d9cfb8160,"Just got woken up by my mom... Our ENTIRE first floor is flooded. All our furniture, curtains, moms expensive rugs.... Soaked and ruined",ruined,negative
caa8d94c9a,"i feel really sick, and my teeth still hurt.  fml.","i feel really sick, and my teeth still hurt.  fml.",negative
ea76e52729,eye still hurts  I Think I`ll go sleep now...,hurts,negative
aee35b84d6,Listening to have heart. Aka i took over carlys last.fm      its 4am need to be up in 4 hours.  Looooong day tomorrow,urs.  Looooong day tomo,negative
6ca0937494,  what`s wrong,what`s wrong,neutral
73763a0259, he was always a bit smug as a whistle-blower. The 9-11 denial stuff is pretty spectacular too,pretty spectacular,positive
1ef4f2723c," belay the swimsuit, hot tub won`t be ready this weekend.  sadness",sadness,negative
e55d018041,I think I killed my 6-mo old bromeliad. need a new pet plant.. or not.,killed,negative
50b9225337,I`m so sorry Drace  this sucks so bad,this sucks so bad,negative
b17c89d51b,waiting on food.,waiting on food.,neutral
87377bbb13, I also have a brain tumor called Jeffery.,I also have a brain tumor,negative
7a69ae6162,"BBQ`s gone well ! Weather stayed good which is a right bonus. Just off to bed, training in the morning at 06:30 then work","BBQ`s gone well ! Weather stayed good which is a right bonus. Just off to bed, training in the morning at 06:30 then work",neutral
d249345c07,not ideal bank holiday conditions.. a little over cast and rainy but perfect for a lazy day with a dvd,lazy,negative
7b08c6091a,"_stiller They sure DO. More than 40,000 to boot!","_stiller They sure DO. More than 40,000 to boot!",neutral
34e1446ae7,wants to sign up for the Germany field trip pero no tengo dinero.,wants to sign up for the Germany field trip pero no tengo dinero.,neutral
6ad46879d5,  don`t remind me.. Was supposed 2 meet up with the Homie  2 4 that show..  Ack! So kill it please..do the **** thang!,Ack! So kill it please..do the **** than,neutral
d8d909d391, bad times?,bad times?,negative
50b71d01cb,Cheifs beat the `Canes 16-8! Top of the table! Wooo! ...and up go the Sky Sport Virtual Rugby points.,Top of the table!,positive
dca698f0d9, We wasnt invited to yall get togethers either! Then  and  was playin security and told us to be quiet!!,We wasnt invited to yall get togethers either! Then  and  was playin security and told us to be quiet!!,negative
d3d7fee71f,_Kel_17 ehh carnt stand hot weather,carnt stand hot weather,negative
24ff960250, artery tomorrow. No more Hagen Daz for me,artery tomorrow. No more Hagen Daz for me,neutral
c2aa7cb2d6,Can`t beat all time low.. (: I soooooo want to go to Metro Station..  Your cheap shots wont be able to break bones,Can`t beat,negative
86c1ce42b4,I be having a drink with Marc while Izzy is sleepin  woot woot!,I be having a drink with Marc while Izzy is sleepin  woot woot!,neutral
9ca1eeb952,I should stop trying to reach ,I should stop trying to reach,neutral
9b41b64443,"_dog Lucky you! it`s drizzling again. Mommy says the puddles are big enough 4 me to swim in, so no dog park today..",Lucky you!,positive
5b53837574, they really do. it is a crying shame.,it is a crying shame.,negative
047d2f4603, alives.... Less highness feeling.... Sometimes I hate that feelings.... Talking about an exhusband as if he`s dead is funny,Sometimes I hate that feelings.... Talking about an exhusband as if he`s dead is funny,neutral
ad4f60c210,http://twitpic.com/66vld - i don`t like this bangs! I want my hair back!,i don`t like this bangs! I want my hair back!,negative
0cb8a82f7e, Murphy`s Law?  Sorry that your computer is not cooperating when you have lots of work. My kids are .. http://tinyurl.com/km235x,?  Sorry that your computer is not cooperating,negative
5affab3088,"stomach cramps; sat in bed with a hot water bottle having some hot milk & toast, i feel like a wi girl again :`) minus the stomach cramps",cramps;,negative
13144de1ca,Crawling into my den for the night now.,Crawling into my den for the night now.,neutral
a248c85fab,Going to third,Going to third,neutral
d05cc52d1a,It`s cold and cloudy and I have a million loads of washing to do,It`s cold and cloudy and I have a million loads of washing to do,neutral
97ee3fb552,I wonder why thumbnail pictures aren`t showing up on my TweetDeck?,wonder,negative
d59338da8c,cant sleep  so tired! goodnight... maybe :/,so tired!,negative
bce44bef7b, Has to be a Mac! Believe me - you won`t regret it,Has to be a Mac! Believe me - you won`t regret it,positive
0b78d9028f,sneezing frequently,sneezing frequently,neutral
05d9c5897e,has no people skills.,has no people skills.,neutral
1f633af295, Maatt Havent spoken to you in ages dudeee  Dont forget bout ur Aussie fan  ;) lool. Love ya ****,l. Love,positive
5f2d9ebebc,"is suffering from hayfever, is drowsy from too much Piriton, and is heading to bed with the air purifier on","is suffering from hayfever, is drowsy from too much Piriton,",negative
4fc2f6c6bd,NEW YORK DOLLS TOMORROW NIGHT @ THE DEPOT CANCELLED   REFUNDS AVAILABLE AT POINT OF PURCHASE.,NEW YORK DOLLS TOMORROW NIGHT @ THE DEPOT CANCELLED   REFUNDS AVAILABLE AT POINT OF PURCHASE.,neutral
6c91a97b8a, wow that was easy! Thank you,wow,positive
f57e9df1f3, tell him ill beat him up if he doesnt share,beat,negative
97b3fee0c0,work til 9,work til 9,neutral
fc9c4f9a23,"  Yeah, physically moving too!  Apparently we`ll be reporting directly to Mr. Hayward...","Yeah, physically moving too!  Apparently we`ll be reporting directly to Mr. Hayward...",neutral
f5dae9250d,"Going on 1,116 days still no new tattoo.","Going on 1,116 days still no new tattoo.",neutral
412f356f5c,just woke up. Happy Mommy`s Day to everyone`s mom and grandma!,Happy Mommy`s Day,positive
e844eb06c7, heyy,heyy,neutral
01429d15e9,Just getting back into the swing...Still sore from my surgery  and tired...Coffee time!,Still sore from my surgery  and tired.,negative
76028b4d9f, Hope that migraine doesn`t stick around for too long.,Hope that migraine doesn`t stick around for too long.,positive
fa596e769c,I am finally plugged in to listen to Flashpoints on http//:www.kpfa.org shoutout  and have missed the segment about Chevron,missed,negative
2ffa136acd,_cunning I gotta go to my cousin`s grad party,grad party,positive
0b0e732b60,good morning. have to get ready to go to the hospital and get a cat scan. best wishes to you.,good morning. have to get ready to go to the hospital and get a cat scan. best wishes to you.,positive
e03cdbdd84,time for mimi`s,time for mimi`s,neutral
0562976ed9,"going to work, it`s 3:30am","going to work, it`s 3:30am",neutral
163acea217,"uff - hard to get going today, up half the night with 6 year old son","uff - hard to get going today, up half the night with 6 year old son",neutral
6ef19e6a61,Is also having a lonely night.... Wishing she could go to Audun`s so that she doesn`t have that bad dream again...,Is also having a lonely night.... Wishing she could go to Audun`s so that she doesn`t have that bad dream again...,neutral
c036fc3918,This weekend I started a 'Healthy Lifeestyle' - not Diet!     Let`s see how it goes - will keep ya posted on my progress.,Healthy,positive
b41b91a95a," ohh tell me bout it, couldnt stop munching! my stock is running low, buying more today","ohh tell me bout it, couldnt stop munching! my stock is running low, buying more today",neutral
941f21072c, look at my background that`s how I want my future date to be like  (well if I ever get him).,look at my background that`s how I want my future date to be like  (well if I ever get him).,neutral
22e36e416b," - I`m alright thanks pal, just bored witless, bored to hell, really wanna` go out somewhere!","- I`m alright thanks pal, just bored witless, bored to hell, really wanna` go out somewhere!",negative
97a5aed8e8,Sent Twitterville 1.2 off to Apple for review  More screenshots etc will be released later this week.,Sent Twitterville 1.2 off to Apple for review  More screenshots etc will be released later this week.,neutral
19929fe6c1,FOOOOOD  yummy so. whose washing the dishes now ? NOT ME ! not i ..    rofl,yummy,positive
f9622bf234, IDK....I`m trapped at work all day,.I`m trapped at work,negative
ef615460e3,Quickest way to get a seat to yourself on a London bus currently: pretend to sneeze VERY loudly about 3/4 times,Quickest way to get a seat to yourself on a London bus currently: pretend to sneeze VERY loudly about 3/4 times,neutral
dddcacea37,Just had some delicious sushi from niko niko on vermont and hollywood  mm,delicious,positive
445bb2c048,Morning twitts heading home  had a great sleep over w. my bf Tennille!,great,positive
6936f52eb1,"Done Jack in the Green today, it was good, a killer walking up the West Hill though! Listening to Will and the People","good,",positive
caf8b13c31, thx for the suggestion - I don`t think it`ll be easy to convince her cold calling isn`t aweful tho,thx for the suggestion - I don`t think it`ll be easy to convince her cold calling isn`t aweful tho,neutral
4145184473," thanks for that twitpic, sure made me laugh",thanks,positive
525ab9017e,Morning all .. just into the office now,Morning all .. just into the office now,neutral
1d05b47096, Saw you on SNL with your diploma..Congrats. You must be overjoyed.   Now I am finally going to bed..NITE,overjoyed.,positive
0c28082f08,I want him to call,I want him to call,neutral
9992b5a34d,*sigh* I`m going to bed... I just don`t feel right anymore...,I just don`t feel right anymore..,negative
652799445c,"Darn, I had one and it slipped right through my fingers","Darn, I had one and it slipped right through my fingers",neutral
fe83327fd4,_Bizzle Checkin that out right now,_Bizzle Checkin that out right now,neutral
1b8a0a7ceb,"And apparently I misplaced my iPod, the 30 gb",misplaced,negative
566e692306, Happy STAR WARS Day,Happy,positive
db56f7c89e," Tuesday, any other day... long as we still get to watch","Tuesday, any other day... long as we still get to watch",neutral
e57c69be7a, Looking forward to android 1.5 being pushed to the G1 then?,Looking forward to android 1.5 being pushed to the G1 then?,neutral
80a0a9f2aa,"RP : RP : RP : My crack...--Here`s mine. ?----  I just threw up in my mouth lil bit--It`s my legs, LOL.","RP : RP : RP : My crack...--Here`s mine. ?----  I just threw up in my mouth lil bit--It`s my legs, LOL.",neutral
1cf20fa6c3,On my way to get the crate and Bella Dolce!!!! Sad cuz  is going tto Richmond,Sad,negative
8364aae5e9, Ciara was great at SNL..Kim...you were mentioned on SNL tonight..Justin T was really good also,great,positive
2b51ee6000, LOL that is so Charlie......I miss Charlie,LOL that is so Charlie......I miss Charlie,neutral
981f69a401, GIRLFRIEND!,GIRLFRIEND!,neutral
344e7ec2e1,Making a list of SiC 2009 attendances,Making a list of SiC 2009 attendances,neutral
546afe7ef5,Brooklyn!!! We went hard!!! Now back up top!! But 1st Hajji`s...yea again  http://tinyurl.com/codla7 http://ti.. http://tinyurl.com/cr8hjs,hard!!,negative
2f0a757f0b,Got tired of the kitchen being uninhabital so swept and mopped the floor when its dry I`ll do the work tops,Got tired,negative
e224579ed0, nope i cant figure out how to get the updates on my blackberry. . . i need to go running too,nope i cant figure out how to get the updates on my blackberry. . . i need to go running too,neutral
410b8df2b5,  I doubt it! Boo! You always leave me behind on your awesome roadtrips!,! You always leave me behind,negative
7686240160," OMG, I get the $50 coupon from them all the time, do you?? I`m obsessed with their catalog when it comes in the mail",obsessed,positive
1c501685da,Has that sinking feeling that it`s all about to go **** up.....bracing myself for the comedown,sinking,negative
db0f03aa1f,i hate waking up early! but i need to make up my 27 hrs at my pharmacy class. >=[ sighhh.  in other news: breakfast time!!!!,i hate waking up early!,negative
3373353ca6,is about to make a nice cup of tea and pop some benadryl...long day...stay positive twitterbugs...goodnight!,.stay positive twitterbugs...goodnight!,positive
2a4d0b7e85," I think #FF should be Feline Friday anyways, I want cat pictures. Maybe those are only for Caturday though","I think #FF should be Feline Friday anyways, I want cat pictures. Maybe those are only for Caturday though",neutral
85d6f19317,No one loves me  Brittany forgot my flowers...,No one loves me  Brittany forgot my flowers...,negative
16f737bd6c,CONGRATS !! I just KNEW a princess would win!!!   #sigjeans,CONGRATS,positive
83492df3af, no decleration yet but crazy **** Koreans aren`t playing nice anymore  what do u thinks next? I`m thinking war,crazy **** Koreans aren`t playing nice anymore,negative
9ad6823e0f,wishing you all a happy monday and a wonderful start to this week ! Make it a good one,wishing you all a happy monday,positive
d1d55b6f75,watching Please Twins.  gonna make some Iced Tea :-bd,watching Please Twins.  gonna make some Iced Tea :-bd,neutral
1024862c1f,Still not asleep. Ahhh  Wtf?!,Wtf?,negative
b154644954,Ohhhhh Barcalona. Please dont ruin this  #bgt,Please dont ruin this,positive
6c6692340f," I say the same about poems. When you are ready to write, 'nothing else matters' as a well known song tells us","I say the same about poems. When you are ready to write, 'nothing else matters' as a well known song tells us",neutral
e100d2b58e,Aw one of our fishies died,died,negative
071649bc91,Just found out I can`t drink at this bar! Booo missing e1 at palomino`s! No cheers sad face,No cheers sad face,negative
89867c41e7, boston needs one too,boston needs one too,neutral
a7926a8506,i hate interviews. im going to do horrible today,hate,negative
253e8c3bee,Now Im crying....  Poor thing..,Im crying..,negative
5c994deec4,Photo: I like da cooolooorss and the composition is great  scribkin: http://tumblr.com/xyb1qw8cb,I like da cooolooorss and the composition is great,positive
24d4fa8e2b,I wanna roc wit`chu . Imy buu,wanna roc wit`chu,positive
698124aa32,in 1st period. i hate this class. can`t wait until i`m home!!!!!!!!!  i`ll b the happiest person in the world wen i`m home!!!,in 1st period. i hate this class. can`t wait until i`m home!!!!!!!!!  i`ll b the happiest person in the world wen i`m home!!!,neutral
fabcf4568c,Classic JT for a Saturday evening  http://bit.ly/LrzJr,Classic JT for a Saturday evening,neutral
62ccaafde6,  guess I have to get dressed and be pretty then,guess I have to get dressed and be pretty then,neutral
90e9ac439c, That is the sweetest loveliest thing for you to say. You made me smile. Thank you for that.,That is the sweetest loveliest thing for you to say. You made me smile. Thank you for that.,positive
99c78124aa,I am going to start using  for fast access to m.twitter.com at school,I am going to start using  for fast access to m.twitter.com at school,neutral
6037573743, exactly like that ...in glasgow now ...it`s a bgt busier,exactly like that ...in glasgow now ...it`s a bgt busier,neutral
42a603204f,_brads i`ve finished  lol,_brads i`ve finished  lol,neutral
0079c49a13,Zombies make great huggers b/c they don`t lower their arms or move to fast...  ï¿½  (via ),Zombies make great huggers b/c they don`t lower their arms or move to fast...  ï¿½  (via ),neutral
537320d6a6, is there ANYTHING good about our country?,is there ANYTHING good about our country?,neutral
b0e83906dc, Good deal! Im doing good thank u   The one about me loving my mom?,Im doing good,positive
84d6e21c3f, but it`s fun when they blatantly ignore the advice,fun,positive
523020a3cd,so. I`m taking my life guarding classes fri (7-9pm) sat (9-6pm) sun (9-4pm) and mon (3-630pm) live eat and breath life guard stuff. yay.,yay.,positive
65de26bf43,i`m going to pig out on ice cream and potato chips,i`m going to pig out on ice cream and potato chips,neutral
73aa615134," I wish I was there.I`ve just moved from San Diego to WA and I`m very depressed, I miss sunny San Diegoooooooo!!","I`m very depressed,",negative
2299622c43,i`m listening butterfly fly away  daddy i lov u mamma i lov ya,lov,positive
6b2afa7423, Lmao i know !! pleaseeee reply  You got any replies yet? :L x,Lmao i know !! pleaseeee reply  You got any replies yet?,neutral
835d49c1ef,The Blowout ended,The Blowout ended,neutral
15a815ef21,Watching next day air,Watching next day air,neutral
60212f46b7, a lovely weekend thank you  Whats it like where you live? Exciting im sure  night night ****,lovely,positive
2be44bc6ef," Yes,  by 16 minutes now.","Yes,  by 16 minutes now.",neutral
6f12c6329e, Its goin good takin it easy ths weekend  Im preparing for the big events comin up for me U girls INSPIRE me 2 do great things!!,o great,positive
c5a3f4ea96, Thanks! Funny cause it`s true!,Thanks!,positive
f9ade9a2f8,Mm. Goodnight. Going to play Rock Band 2 `til it`s time to watch SNL with Justin Timberlake.,Mm. Goodnight. Going to play Rock Band 2 `til it`s time to watch SNL with Justin Timberlake.,neutral
2293318246,"is it too late to jump on a plane to Richmond, VA and go to the Conditions concert?! ...i think that`s a yes  boo my life. and ohio.","is it too late to jump on a plane to Richmond, VA and go to the Conditions concert?! ...i think that`s a yes  boo my life. and ohio.",neutral
f72246da6f,"_is_Rad yeah it was **** D: im so tired, i have a headache and now i have to play a game of rygby D: but ill be right  **** <33",headache,negative
baf5c3b438,i don`t wanna work over the weekend,i don`t wanna work over the weekend,neutral
4d5bbfeddc, LOL. me too..werd...:p...hubby`s fave driver is Martin so I am happy for him and me!!!,happy,positive
2dbd548456,"I`m feelin sad, depressed, lonely, unhappy all at once. Rwhats wrong with me","I`m feelin sad, depressed, lonely, unhappy all at once.",negative
a44c82eddd, peep this remix from 'The Wu Dynasty' remix tape its delayed but this will give u a idea,delayed,negative
50f6c44b92,Tucking myself in tonight  Mogwai on repeat,Tucking myself in tonight  Mogwai on repeat,neutral
07c72f9267,"OK, It`s my 1000th Tweet  I`ll use it to simply say 'Thank You!!'. I`ve met some of the most giving/caring people on Twitter!",'Thank You!,positive
33a1515f4f," Lucien Kerk, one of our church vocalists","Lucien Kerk, one of our church vocalists",neutral
936f780544,watching 'la rosa de guadalupe' damm this episode is so true they are people that make fun of the people that are virgins,watching 'la rosa de guadalupe' damm this episode is so true they are people that make fun of the people that are virgins,neutral
e1859d533b,I hate not bringing my ipod to school,hate no,negative
8d4272e7f3, Fab new pic by the way,Fab new pic by the way,positive
4f8baf372e,  LOL! Girl that video disturbed me  and I love the hk theme too cute!,LOL! Girl that video disturbed me  and I love the hk theme too cute,neutral
093808e8f5,i want some followers,i want some followers,neutral
5412579932,the times they are a changing,the times they are a changing,neutral
525ee51b92,been in bed for two days with migraines,been in bed for two days with migraines,negative
9560d86f87," Why are you scared of the mouse? If you can figure out *why* you`re scared, maybe you can deal with your fear.","Why are you scared of the mouse? If you can figure out *why* you`re scared, maybe you can deal with your fear.",neutral
ebf2e83055," Hey! I need that book to go with my Amy Sedaris.   is finishing it now, you say? ;)","Hey! I need that book to go with my Amy Sedaris.   is finishing it now, you say? ;)",neutral
d558b468a3,I`m at work!!!! Ugghhhhh someone save me now,save,positive
5a8a037059,"Poor Greg  stupid UK, always doing the sympathy vote. xo",Poor Greg,negative
05bf47e142,I had fries and an ariZona at 1130 and that`s the only thing I ate today.  feeeeeed meeeeee,only thing I ate today.,negative
4c79778cf7, ....what? i just copyed some other chicks reply and wrote it as my own,....what? i just copyed some other chicks reply and wrote it as my own,neutral
196d638b83,"Up and around a little earlier than I wanted to be (phone rang 5:30 AM).  Exercise is a good way to start the day, right?",good,positive
abab4e5f84, hey there.  How are you. Pleasant surprise,. Pleasant surprise,positive
06e3f466dc,"Right, I must be off to do some sewing. Bye x","Right, I must be off to do some sewing. Bye x",neutral
1fd6118e78,i`m worried because something bad happened today and i don`t know what`s gonna happen next.,i`m worried,negative
e07e4d41a3,We are having a day `at home` today - which is proving to be rather lovely,We are having a day `at home` today - which is proving to be rather lovely,positive
c4fb99d6a0,"'somebody calls you, and you answer quite slowly, a girl with kaleidoscope eyes'     yeah, im normal.","'somebody calls you, and you answer quite slowly, a girl with kaleidoscope eyes'     yeah, im norma",neutral
fa0daf343f,"please do not let me get obsessed, whatever or whoever is in charge of my actions  you`ve been doing such a bad job lately",bad,negative
6551c38d8d, oh yeah he IS!  .. you should see him when he REALLY gets going! LOL .. doesn`t care WHO doesn`t like it heheheheh GREAT!,oh yeah he IS!  .. you should see him when he REALLY gets going! LOL .. doesn`t care WHO doesn`t like it heheheheh GREAT!,neutral
b6e3418ebb," I know, but I`m on Rogers and I`m pretty sure they don`t have the same agreement with Twitter.","I know, but I`m on Rogers and I`m pretty sure they don`t have the same agreement with Twitter.",neutral
1.68E+12,just got the dreaded call from babysitter - little H has bumped her head  Sitter says she`s fine and goose egg is going down fast,dreaded call,negative
d6e176f5fa, heyy i finally got one too  oh and good luck on your finals today,nd good luck,positive
f53ae68259,_rabbit_ I have been begining to think you are showing signs of becoming a sped haha  Love ya!,Love,positive
700308412c,Happy Mother`s Day to all the mothers out there! Goodnight to everyone else,Happy,positive
8c0359a580,"Ugh,what a boring day","Ugh,what a boring day",negative
92bfa5ecad," Yes, Koi for a few years now and they have had babies as well.  Biggest ones almost 2 ft long now and they all have names ..","Yes, Koi for a few years now and they have had babies as well.  Biggest ones almost 2 ft long now and they all have names ..",neutral
9a3dfaf31f,"whats on my head now? whats on my head next? whats on my head later? so yeah,thats pretty much it","whats on my head now? whats on my head next? whats on my head later? so yeah,thats pretty much it",neutral
766edb2b9f, http://twitpic.com/2zemt - aww *-* she has very cute smile,cute,positive
9023707f7f,"Watching the Broncos vs Chiefs 1994, Montana vs Elway on NFL Network.  I still have nightmares about this game   FU KC!",I still have nightmares about this game   FU KC,negative
442e5b1106,what am I going to do without my ?!  SKYPE! haha,what am I going to do without my ?!  SKYPE! haha,neutral
3b96fc62ad,I just want this semester to be over! Only a week and a half then it`s moving time!,to be over!,negative
c2a4c6c3f2,_Gable It`s good isn`****! Our holiday chalet is out of sight but look v similar to those ones. Going home again today,It`s good isn`****! Ou,positive
ebd85d353a,iono...I guess I`m getting off now. L8r twits,iono...I guess I`m getting off now. L8r twits,neutral
68f1cf710f, hey girl i just sent ya a message on Myspace,hey girl i just sent ya a message on Myspace,neutral
a646f17dcd, im sure she`ll love em  how was work? x,love em,positive
e597634168, morning romina.,morning romina.,neutral
b0a90d4e4d,Going to bed after beating the snot out of hubby w/ Texas hold em,Going to bed after beating the snot out of hubby w/ Texas hold em,neutral
71e80290b3,_Foster Still not working,Still not working,negative
513627451f," yeaaaah lol, i`m just insane","yeaaaah lol, i`m just insane",neutral
5caef4175a,Why can`t i find any jewellry for my dressssss?,Why can`t i find,negative
966ae8c85e,Day dreaming of Fuzzball and SNL  http://fuzz-ball.com/twitter,Day dreaming of Fuzzball and SNL  http://fuzz-ball.com/twitter,neutral
336a59ea04, i thought you were gonna be at the show,i thought you were gonna be at the show,neutral
945e466b80," I`m trying my dang hardest to not watch the movie again until I finish the book, again.","I`m trying my dang hardest to not watch the movie again until I finish the book, again.",negative
d5ac334daa, Awww mate. that`s such a shitter,Awww mate. that`s such a shitter,negative
b02f4018dc,Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks,#itsucks,negative
320d909cf7," ha! nice.    that`s about all the german you`re gonna get from me.  after that, it`s just counting and jibberish.","ha! nice.    that`s about all the german you`re gonna get from me.  after that, it`s just counting and jibber",neutral
d17a54ddaf, Hugs to hubby! I`ll probably be in the same place come the 1st of September.,Hugs,positive
8020b8fbe7,_casagrande haha thanks. but if it keeps raining i might not go,haha thanks.,positive
7b80da51f5," hahaha.. it`s ok, how can I hire your mom??! So paiseh.. haha, I shall do all the washing then","hahaha.. it`s ok, how can I hire your mom??! So paiseh.. haha, I shall do all the washing then",neutral
26f6672d1c, NICE I must see this,NICE,positive
2a6063a062, that sucks.  But woot for Misha.,that sucks.  But woot for Misha.,neutral
7e4deab70f,Check out my song 'time to lose it' on www.myspace.com/flownyce you`ll enjoy it I promise,you`ll enjoy it I promise,positive
